Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,INHS VILLAGE GROVE 4,15 crescent way,Parking Lot,Trumansburg,NY,14886,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.535956,-76.66129,11/20/2025,384288,20-11-2025 02:36,,,,02/14/2025,J1772
ELEC,WEST HERR AUTO WH VB L2-1,5255 Genesee St,,Bowmansville,NY,14026,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.939801,-78.687136,11/20/2025,322655,20-11-2025 02:14,,,,12/14/2023,J1772
ELEC,WATERCLUB2582 GARAGE 2 CHARGE,36 Pine Street,,Poughkeepsie,NY,12601,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.698847,-73.937505,11/20/2025,162288,20-11-2025 01:08,,,,06-12-2020,J1772
ELEC,BMW FREEPORT STATION 01,100 Cleveland Ave,,Freeport,NY,11520,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.654208,-73.569134,11/20/2025,162449,20-11-2025 00:50,,,,06-12-2020,J1772
ELEC,Indian Castle Service Area,NYS Thruway Milepost 210 Eastbound,,Little Falls,NY,13365,,888-557-7099,E,,Public,24 hours daily,ANDROID_PAY APPLE_PAY CREDIT Debit M V,,,4,,APPLEGREEN,https://www.applegreenelectric.com,GPS,43.016172,-74.804118,08/15/2024,256121,18-11-2025 19:27,P,,,03-09-2023,CHADEMO J1772COMBO TESLA
ELEC,ROSENBLUM300 200 GREAT OAKS,200 Great Oaks Blvd,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.682162,-73.848147,11/20/2025,185187,20-11-2025 01:38,,,,02/19/2021,J1772
ELEC,Harvest Inn Hotel - Tesla Destination,95 Boniface Dr,,Pine Bush,NY,12566,,877-798-3752,E,,Public,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,41.601012,-74.299097,07-01-2024,358828,06-05-2025 21:10,P,,,,J1772 TESLA
ELEC,Jamesport Vineyards - Tesla Destination,1216 Main Rd,,Jamesport,NY,11947,,877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.948659,-72.597309,07-01-2024,114960,12-02-2025 00:16,P,,,12/13/2017,TESLA
ELEC,RTS EMS VISITOR,1372 E Main St,Effective June 11th - RGRTA to start charging $0.25 cents per kWh.,Rochester,NY,14609,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.161118,-77.57421,11/20/2025,227673,20-11-2025 02:00,,,,09/16/2022,J1772
ELEC,Village Green Apartments - 100s,100 Village Blvd S.,,Baldwinsville,NY,13027,,833-611-5965,E,,Public,24 hours daily,,,6,,,VIALYNK,https://www.lynkwell.com,GPS,43.12819,-76.3144,11/20/2025,334484,20-11-2025 04:23,,,,05-02-2024,J1772
ELEC,Karp Associates,260 Spagnoli Road,,Melville,NY,11747,,888-998-2546,E,,Public,24 hours daily,,,4,,,Blink Network,https://blinkcharging.com,GPS,40.762631,-73.436413,11/20/2025,388174,20-11-2025 00:42,,,,03/19/2025,J1772
ELEC,Rapidpark 15 W 72nd Street - Tesla Destination,15 W 72nd St,,New York,NY,10023,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.776813,-73.977083,07-01-2024,115017,12-02-2025 00:16,P,,,04/13/2017,J1772 TESLA
ELEC,Scarsdale Golf Club,1 Club Way,,Hartsdale,NY,10530,,833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,41.01102,-73.7989,11/20/2025,223245,20-11-2025 04:22,,,,01-06-2022,J1772
ELEC,VASSAR COLLEGE STATION 1,165 College Avenue,,Arlington,NY,12603,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.690379,-73.901281,11/20/2025,352058,20-11-2025 02:28,,,,08-03-2024,J1772
ELEC,PLAYHOUSE APTS CHARGER #1,102 Middle Neck Road,,Great Neck,NY,11021,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.78961,-73.730346,11/20/2025,391712,20-11-2025 02:42,,,,05-03-2025,J1772
ELEC,Centro,110 North Chatsworth Avenue,,Larchmont,NY,10538,,888-998-2546,E,,Public,24 hours daily,,,4,,,Blink Network,https://blinkcharging.com,GPS,40.940679,-73.764104,11/20/2025,309192,20-11-2025 00:29,,,,11-07-2022,J1772
ELEC,COLGATE SAPERSTEIN,Oak Dr,Parking Lot Behind Saperstein Center,Hamilton,NY,13346,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.818034,-75.532041,11/20/2025,235124,20-11-2025 02:01,,,,10/26/2022,J1772
ELEC,CANTONCHARGE HODSKIN ST 1.1,8 Hodskin St,,Canton,NY,13617,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,44.596222,-75.17103,11/20/2025,175378,20-11-2025 01:27,,,,01/27/2021,J1772
ELEC,CORNELL STATION10,Ellis Hollow Road,booth field,East Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.436479,-76.454523,11/20/2025,326300,20-11-2025 02:17,,,,01/23/2024,J1772
ELEC,Slocum-Dickson Medical Group,1729 Burrstone Rd,,New Hartford,NY,13413,,888-363-7662,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,14,,,Non-Networked,,GPS,43.094116,-75.278737,05-09-2024,227086,12-02-2025 00:16,P,,,08/26/2022,J1772
ELEC,Russell Sage Jr. College,140 New Scotland Ave,,Albany,NY,12208,,833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.65143,-73.78238,11/20/2025,223220,20-11-2025 04:22,,,,11/23/2021,J1772
ELEC,ROSENBLUM300 100 GREAT OAKS,100 Great Oaks Blvd,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.683264,-73.846461,11/20/2025,120975,20-11-2025 01:16,,,,03/27/2019,J1772
ELEC,SULLIVAN PARK CENTER WAY 1,121 Center Way,,Corning,NY,14830,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.153054,-77.053977,11/20/2025,174028,20-11-2025 01:17,,,,01/27/2021,J1772
ELEC,North 12 Parking (at the William Vale) - Tesla Supercharger,113 N. 12th Street,,Brooklyn,NY,11249,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,4,,Tesla,https://www.tesla.com/supercharger,200-8,40.721853,-73.956658,07-01-2024,102327,06-05-2025 21:07,P,,,07/23/2018,TESLA
ELEC,KENNETH DR Q KENNETH DR 3,375 Kenneth Drive,Station 3 East Parking,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.059126,-77.644601,11/20/2025,332468,20-11-2025 02:23,,,,04/17/2024,CHADEMO J1772COMBO
ELEC,Sylvan Kissena Garage LLC - Tesla Destination,43-70 Kissena Blvd,,Flushing,NY,11355,,877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.753861,-73.823669,07-01-2024,122481,12-02-2025 00:16,P,,,11/30/2018,TESLA
ELEC,CENTERS HEALTHC EV-6,170 Buffalo Ave,,Brooklyn,NY,11213,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.673186,-73.925637,11/20/2025,328311,20-11-2025 02:21,,,,02/14/2024,J1772
ELEC,GrandeVille at Malta Building 14,1 Landau Blvd,,Malta,NY,12020,,833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.96544,-73.79537,11/20/2025,334524,20-11-2025 04:23,,,,05-02-2024,J1772
ELEC,Tullys Goodtimes 7N,311 7 N St,,Liverpool,NY,13088,,833-611-5965,E,,Public,24 hours daily,,,6,,,VIALYNK,https://www.lynkwell.com,GPS,43.0899,-76.16832,11/20/2025,351527,20-11-2025 04:24,,,,07/25/2024,J1772
ELEC,Point Place Casino - Tesla Destination,450-452 NY-31,,Bridgeport,NY,13030,,877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.154782,-75.965546,07-01-2024,114887,12-02-2025 00:16,P,,,05-10-2018,TESLA
ELEC,MONROE COUNTY WESTFALL WEST,111 Westfall Road Health & Human Services HHS,Parking Lot at 111 Westfall Rd.-Monroe County Health & Social Services,Rochester,NY,14620,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.113389,-77.621641,11/20/2025,254364,20-11-2025 02:06,,,,02/22/2023,J1772
ELEC,ZEGS RESTAURANT BAR,185 Fairfield Dr,Parking Lot,Brewster,NY,10509,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.455156,-73.540211,11/20/2025,188107,20-11-2025 01:40,,,,04/29/2021,J1772
ELEC,Icon Parking Sutton 53 - Tesla Destination,417 E 53rd St,,New York,NY,10022,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.755363,-73.963841,07-01-2024,115128,12-02-2025 00:16,P,,,01-09-2018,J1772 TESLA
ELEC,ERIE COUNTY EMERY,2084 Emery Rd,,South Wales,NY,14139,,888-758-4389,E,,Public,Mon: 6:00am-9:00pm; Tue: 6:00am-9:00pm; Wed: 6:00am-9:00pm; Thu: 6:00am-9:00pm; Fri: 6:00am-9:00pm; Sat: 6:00am-9:00pm; Sun: 6:00am-9:00pm,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.715504,-78.595665,11/20/2025,164390,20-11-2025 01:28,,,,07/21/2020,J1772
ELEC,WEST HERR AUTO WH HC L2-2,2311 Rochester Rd,vehicle display,Canandaigua,NY,14424,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.919452,-77.30452,11/20/2025,395638,20-11-2025 02:16,,,,05/15/2025,J1772
ELEC,LAZ Parking 133-59 Roosevelt Ave - Tesla Destination,133-59 Roosevelt Ave,,Flushing,NY,11354,,877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.758956,-73.832331,07-01-2024,150578,12-02-2025 00:16,P,,,03/31/2019,TESLA
ELEC,170 E End Ave,170 E End Ave,,New York,NY,10128,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://www.flo.com,GPS,40.775792,-73.944015,11/20/2025,194168,20-11-2025 03:52,,,,08/21/2021,J1772
ELEC,BASIL TOYOTA CPF50 1,6157 S Transit Rd,,Lockport,NY,14094,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.123736,-78.694382,11/20/2025,325276,20-11-2025 01:58,,,,01-12-2024,J1772
ELEC,Clearwater Beach - Clearwater Beach Parking,1875 Ocean Blvd,,Atlantic Beach,NY,11509,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,4,,,EVOKE,https://evokesystems.com,GPS,40.586664,-73.732595,09-12-2025,356948,12-09-2025 21:22,P,,,07/23/2022,J1772
ELEC,JLR MT KISCO CPF 50 2,299 Kisco Ave,,Mount Kisco,NY,10549,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.218984,-73.725398,11/20/2025,332317,20-11-2025 02:07,,,,04/16/2024,J1772
ELEC,EVolve NY JFK Airport,130th Place Between E & W Hangar Road,,Queens,NY,11430,,833-632-2778,E,,Public,24 hours daily,,,,10,,Electrify America,https://www.electrifyamerica.com,GPS,40.65608,-73.80809,11/20/2025,194919,20-11-2025 03:17,,,,09-02-2021,CHADEMO J1772COMBO
ELEC,Remington Gardens - Building 7,184 Remington Ave,,Syracuse,NY,13210,,833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,43.01515,-76.13297,11/20/2025,354009,20-11-2025 04:24,,,,08/27/2024,J1772
ELEC,Kohls Kingston NY,800 Miron Ln,,Kingston,NY,12401,,855-900-7584,E,,Public,Mon: 8:00am-10:00pm; Tue: 8:00am-10:00pm; Wed: 8:00am-10:00pm; Thu: 8:00am-10:00pm; Fri: 8:00am-10:00pm; Sat: 8:00am-10:00pm; Sun: 8:00am-10:00pm,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.959215,-73.987132,11/20/2025,218080,20-11-2025 03:10,,,,05-10-2022,J1772
ELEC,OCME EV ME STATION #3,22 Wells Farm Road,Front of building,Goshen,NY,10924,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.407656,-74.354414,11/20/2025,391490,20-11-2025 02:33,,,,05-01-2025,J1772
ELEC,Augspurger Parking Ramp,362 Pearl St,,Buffalo,NY,14202,,866-816-7584,E,,Public,24 hours daily,,,11,,,EV Connect,https://www.evconnect.com,GPS,42.889475,-78.874887,11/20/2025,104726,20-11-2025 03:30,,,,04-01-2018,J1772
ELEC,MATTHEWS CHARGE STATION 2,2601 Erie Blvd E,,Syracuse,NY,13224,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.054138,-76.100978,11/20/2025,387805,20-11-2025 02:23,,,,03/15/2025,CHADEMO J1772COMBO
ELEC,HIX PLATTSBURGH STATION 1,118 Hammond Ln,,Plattsburgh,NY,12901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,44.694857,-73.498017,11/20/2025,193468,20-11-2025 01:42,,,,08-04-2021,J1772
ELEC,Bob Johnson Chevrolet West,5049 W Ridge Rd,,Spencerport,NY,14559,,888-717-4544,E,,Public,24 hours daily,,,1,2,,CHARGESMART_EV,https://chargesmartev.com,GPS,43.217916,-77.794715,11/20/2025,334193,20-11-2025 04:26,,,,04-12-2023,J1772 J1772COMBO
ELEC,Eagle Bay Visitor Center,5547 NY-28,,Eagle Bay,NY,13420,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,SWTCH,https://swtchenergy.com,GPS,43.769095,-74.815623,05-03-2023,257682,31-01-2024 22:07,P,,,09/20/2022,J1772
ELEC,BEAVER CREEK STATION 1,6019 Amber drive,,Farmington,NY,14425,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.951518,-77.356151,11/20/2025,350813,20-11-2025 01:44,,,,07/20/2024,J1772
ELEC,Courier's Lot,2157 Main St Buffalo,,Buffalo,NY,14214,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,https://www.evconnect.com,GPS,42.928965,-78.847627,11/20/2025,202629,20-11-2025 03:31,,,,12/13/2021,J1772
ELEC,HondoGO Kingston,1221 Ulster Ave,,Kingston,NY,12401,,949-945-2000,E,,Public,24 hours daily,,,,4,,EVGATEWAY,https://evgateway.com,GPS,41.966594,-73.990047,11/20/2025,417778,20-11-2025 04:32,,,,08-09-2025,J1772COMBO
ELEC,Dana Ford Lincoln,266 W Service Rd,,Staten Island,NY,10314,,718-983-8700,E,,Public - Call ahead,Dealership business hours; for customer use only,,,1,,,Non-Networked,,GPS,40.587162,-74.194747,11/13/2025,64140,13-11-2025 20:02,P,,,11-01-2014,J1772
ELEC,iPark NYC 549 W 23rd Street - Tesla Destination,549 W 23rd St,,New York,NY,10011,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.749255,-74.005914,07-01-2024,115158,12-02-2025 00:16,P,,,05/15/2015,J1772 TESLA
ELEC,303 LITHO 303 LITHO 8,303 West Division Street,parking lot off building,Syracuse,NY,13204,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.058027,-76.159955,11/20/2025,429602,20-11-2025 02:37,,,,10-10-2025,J1772
ELEC,SDH STATION EV STATION 1,2500 Kensington Ave,,Buffalo,NY,14226,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.957542,-78.769663,11/20/2025,165110,20-11-2025 01:31,,,,08-11-2020,J1772
ELEC,PERRY CHARGING PERRY CHARGING,38 S Main St,,Perry,NY,14530,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.717358,-78.00246,11/20/2025,156352,20-11-2025 01:27,,,,05/19/2020,J1772
ELEC,Stablegate Farm & Vineyard,10 Linda Way,,Castleton-On-Hudson,NY,12033,,833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.56123,-73.65309,11/20/2025,223279,20-11-2025 04:23,,,,03/23/2022,J1772
ELEC,BURNS MGT SCH COMM BLDG 3,1 broom shop lane,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.741644,-73.787651,11/20/2025,174713,20-11-2025 01:23,,,,01/27/2021,J1772
ELEC,1535 E 14th St - Basement 1,1535 E 14th St,,Brooklyn,NY,11230,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,8,,,EVOKE,https://evokesystems.com,GPS,40.611982,-73.959622,09-12-2025,356933,12-09-2025 21:22,P,,,10/31/2022,J1772
ELEC,NATIONAL GRID JEFFERSON 1,1220 Coffeen street,C LOT,Watertown,NY,13601,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.992703,-75.932701,11/20/2025,162251,20-11-2025 01:11,,,,06-12-2020,J1772
ELEC,Icon Parking 100 Riverside Blvd. - Tesla Destination,100 Riverside Blvd,,New York,NY,10024,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.775474,-73.989763,07-01-2024,114989,12-02-2025 00:16,P,,,01/21/2016,J1772 TESLA
ELEC,DePaula Chevrolet,785 Central Ave,,Albany,NY,12206,,833-611-5965,E,,Public,24 hours daily,,,1,1,,VIALYNK,https://www.lynkwell.com,GPS,42.67914,-73.78762,11/20/2025,324801,20-11-2025 04:23,,,,07/28/2023,J1772 J1772COMBO
ELEC,Fairfield Inn & Suites by Marriott Rochester West - Tesla Destination,400 Paddy Creek Cir,,Rochester,NY,14623,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,43.204708,-77.675379,07-01-2024,115222,12-02-2025 00:16,P,,,01/17/2018,J1772 TESLA
ELEC,301 E. 79th St.,301 E. 79th St.,,New York,NY,10075,,833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,40.76939,-73.96546,11/20/2025,223240,20-11-2025 04:23,,,,01/14/2022,J1772
ELEC,391 Weirfield St,391 Weirfield St,,Brooklyn,NY,11237,,,E,,Public,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,6,,,Non-Networked,,200-8,40.69604,-73.90662,05-09-2024,333819,12-02-2025 00:16,P,,,06-12-2023,J1772
ELEC,UMGI EV2,43-23 35th St,,Queens,NY,11101,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,40.745482,-73.929346,11/20/2025,188094,20-11-2025 01:34,,,,04/29/2021,CHADEMO J1772COMBO
ELEC,COMPETITION BMW BMW-PUBLIC-2,599 Middle Country Rd,,Saint James,NY,11780,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.860739,-73.158228,11/20/2025,229210,20-11-2025 02:00,,,,09/24/2022,J1772
ELEC,CDTA MENANDS 2,431 Broadway,,Menands,NY,12204,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.702189,-73.715762,11/20/2025,206084,20-11-2025 01:45,,,,02-10-2022,J1772
ELEC,SSFLX STATION 2,43 Main St,North Parking Border,Hammondsport,NY,14840,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.40765,-77.224102,11/20/2025,349820,20-11-2025 02:27,,,,07-02-2024,CHADEMO J1772COMBO
ELEC,WATERVLIET PARK 3,28 Selke Dr,On the right,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.729649,-73.69862,11/20/2025,202126,20-11-2025 01:45,,,,12-08-2021,J1772
ELEC,CJ's Italian Restaurant,353 Old Post Rd,,Rhinebeck,NY,12572,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,4,,,AMPUP,https://ampup.io,200-9,41.958748,-73.896322,10-11-2022,229919,14-02-2023 15:54,P,,,09/15/2022,J1772
ELEC,SURESKY HYUNDAI SHOWROOM,2 Hatfield Ln,,Goshen,NY,10924,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,41.393357,-74.337225,11/20/2025,322334,20-11-2025 02:18,,,,12-08-2023,CHADEMO J1772COMBO
ELEC,WARRENCOUNTY DPW 3,1348 U.S. 9,,Lake George,NY,12845,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.359019,-73.701171,11/20/2025,150257,20-11-2025 01:24,,,,12/17/2019,J1772
ELEC,Central Avenue Nissan,1919 Central Park Ave,,Yonkers,NY,10710,,,E,,Public - Call ahead,Dealership business hours; Nissan use only; contact 914-961-3900 for more information,,,1,1,,Non-Networked,,GPS,40.964447,-73.840117,02-12-2024,49678,12-02-2025 00:16,P,,,04-05-2016,CHADEMO J1772
ELEC,D&H Canal Historical Society,1315 Main Street,,High Falls,NY,12440,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,https://blinkcharging.com,GPS,41.827474,-74.127679,11/20/2025,428415,20-11-2025 00:19,,,,09/29/2025,J1772
ELEC,TOWN OF HURLEY TOWN OF HURLEY,10 Wamsley Place,,Hurley,NY,12443,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.926187,-74.067198,11/20/2025,391040,20-11-2025 02:42,,,,04/29/2025,J1772
ELEC,ULSTER COUNTY UCAT 3,1 Danny Circle,Front Parking Lot,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.917896,-74.0171,11/20/2025,322889,20-11-2025 02:18,,,,12/16/2023,J1772
ELEC,VIL OF LEWISTO LEWISTON LAND,128 N Water St,Lewiston Landing Parking Lot,Lewiston,NY,14092,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.173325,-79.048964,11/20/2025,302497,20-11-2025 02:11,,,,07/14/2023,J1772
ELEC,Paddocks Landing - Parking Lot,116 State St,,Phoenix,NY,13135,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,2,,,EVOKE,https://evokesystems.com,GPS,43.2313,-76.3027,09-12-2025,356909,12-09-2025 21:22,P,,,11/15/2021,J1772
ELEC,SRYMCASSB MALTA 1.2,8-10 Medical Park Dr,Rear parking lot of malta YMCA,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.97571,-73.80622,11/20/2025,182289,20-11-2025 01:37,,,,01/27/2021,J1772
ELEC,Icon Parking 101 West End Ave - Tesla Destination,101 West End Ave,,New York,NY,10023,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.775065,-73.988572,07-01-2024,114994,12-02-2025 00:16,P,,,01/21/2016,J1772 TESLA
ELEC,PLAZA HYUNDAI ARTHUR KILL PUB,4350 Arthur Kill Rd.,Usable when Showroom Open Talk to Manager,Staten Island,NY,10309,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,40.53569,-74.23632,11/20/2025,386854,20-11-2025 01:50,,,,02/26/2025,J1772COMBO TESLA
ELEC,GENESEO E PARK CENTER,4319 Genesee Valley Plaza Rd,,Geneseo,NY,14454,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.798122,-77.783377,11/20/2025,224226,20-11-2025 01:56,,,,07/22/2022,J1772
ELEC,EVCS@MUNI LOT KINDERHOOK VILL,7 Hudson St,,Kinderhook,NY,12106,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.39481,-73.697553,11/20/2025,162131,20-11-2025 01:15,,,,06-12-2020,J1772
ELEC,U OF R AOC 6,10 Miracle Mile Dr,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.081548,-77.633493,11/20/2025,250576,20-11-2025 02:04,,,,01-12-2023,J1772
ELEC,Dave Smith Ford,4045 Transit Rd,,Williamsville,NY,14221,,888-357-1009,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D Debit M V,,,4,,FORD_CHARGE,https://www.ford.com/support/category/electric-vehicle/charging/public-charging/,GPS,42.95675,-78.696464,11/20/2025,390484,20-11-2025 04:59,,,,09/30/2024,J1772COMBO
ELEC,"Garvey Hyundai Dealership (Plattsburgh, NY)",271 Tom Miller Road,,Plattsburgh,NY,12901,,833-632-2778,E,,Public,24 hours daily,,,,2,,Electrify America,https://www.electrifyamerica.com,GPS,44.70554,-73.50311,11/20/2025,308503,20-11-2025 03:18,,,,09-02-2023,J1772COMBO
ELEC,RECHLER MEDFORD #4,10 Donalds Way,,Medford,NY,11763,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.816404,-72.964399,11/20/2025,376638,20-11-2025 02:37,,,,01/29/2025,J1772
ELEC,Waterloo Premium Outlets,655 New York 318,,Waterloo,NY,13165,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,42.95593,-76.92097,11/20/2025,166226,20-11-2025 03:20,,,,09-05-2020,CHADEMO J1772COMBO
ELEC,WEST HERR AUTO WH CW L2-4,8040 Transit Rd,,Williamsville,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.986753,-78.697563,11/20/2025,445664,20-11-2025 02:47,,,,11/14/2025,J1772
